,Real summarize,Category
221,"Top-seeded Americans Andy Roddick and Andre Agassi survived minor scares to reach the last eight of the SAP Open.Agassi also employed several lobs and charged to the net to unsettle the 31-year-old Dane, ranked 88th in the world.Agassi endured early problems against left-handed Dane Kenneth Carlsen before sealing a 7-5 6-1 victory.""I'm not playing great,"" he said.And world number three Roddick dropped a set to Korean player Hyung-Taik Lee, before pulling out a 6-3 3-6 6-2 win in San Jose, California.""As the match went on, I got real patient and waited for my opportunities and felt pretty good,"" said Agassi.",sport
222,"Robinson had said he was ""livid"" about Kaplan's decisions on Saturday to disallow two England ""tries.""England coach Andy Robinson is facing disciplinary action after criticising referee Jonathan Kaplan in his side's Six Nations defeat to Ireland.Instead the RFU said in a statement they would, ""set out any concerns the England team management may have in a confidential manner"".The Rugby Football Union (RFU) will investigate Robinson after deciding not to lodge a complaint against Kaplan.The England coach went on to claim that ""only one side was refereed"".",sport
223,"""Gareth is going to be a massive loss because he is a brilliant player and he has done a fantastic job since he has been captain,"" said Owen.Wales number eight Michael Owen says replacing Gareth Thomas as Wales' captain will be straightforward because of the leadership quality in the squad.Like us they did well in France and were unlucky not to get a win.Ruddock praised Owen's contribution as vice-captain and pack leader in this year's wins over England, Italy and France, notably his role in the second-half in Paris following Thomas' injury.Coach Mike Ruddock says the 24-year-old should take the armband from broken thumb victim Thomas against Scotland.""You dream about playing for Wales, but it never enters your head that you will one day captain your country,"" he said.Owen admitted the Grand Slam had been mentioned within the squad but that no-one was getting carried away with the three victories over England, Italy and France.",sport
224,"The fee could put Liverpool off a prospective deal but Real are keen to net the cash as they are reported to be preparing a massive summer bid for Inter Milan striker Adriano.The Real Madrid striker has been linked with a move to Anfield since the summer and is currently behind Raul, Ronaldo and Michael Owen at the Bernabeu.I'm under contract to Real and they will make any decisions.""""If there is an attractive propostition it could be I would be keen to leave,"" admitted the 28-year-old Morientes.",sport
225,"He added: ""We have had to play two matches in three days which is foreign to many of my players and, although I understand the traditions of football here at this time of year, it is not good for your health to do it.Chelsea boss Jose Mourinho admitted his side were ""lucky"" to win at Fratton Park but is still unhappy with the amount of games in such a short space of time during this time of year.Chelsea boss Jose Mourinho has attempted to pile the pressure on title rivals Arsenal ahead of the Gunners facing Newcastle on Wednesday.Arsenal will play the Magpies a day after Chelsea beat Portsmouth during a busy festive programme.",sport
226,"Kelly Holmes has been forced out of this weekend's European Indoor Athletics Championships after picking up a hamstring injury during training.""On Saturday night I pulled my hamstring running the last bend on my final 200m of the night,"" said Holmes.Holmes has now been advised by her coach Margot Jennings not to rush back into training and it is unlikely she will compete again until the summer.After that race and more progress in training, Holmes revealed she had decided to compete at the European Indoors before her plans were wrecked last weekend.""I saw the doctor here and he has said it is not serious but it's frustrating missing Madrid when I knew I was in great shape.""",sport
227,"Arsenal's Sol Campbell has called the rivalry between Manchester United and the Gunners ""bitter and personal"".I'm starting a little with French, of course.""With tensions spilling over afterwards - United boss Sir Alex Ferguson was allegedly pelted with pizza in the players' tunnel - there is little surprise that so much is riding on the return encounter on.""After all that has happened, if we beat them it will be one of our sweetest ever wins, especially because of how we lost to them up there.""""Everyone at Arsenal has been waiting for this game,"" said Campbell.""It is just more bitter and personal against United,"" the defender told The Guardian newspaper.""We are up for this one.""",sport
228,"Last month Wenger said he we was hopeful Edu would sign a new deal and played down suggestions that the lure of a club like Real Madrid would be too strong for Edu.Arsenal's Brazilian midfielder Edu has hit out at the club for stalling over offering him a new contract.He told BBC Sport: ""I'm not sure if I want to stay or not because the club have let the situation go on this far.I want to sort it out as soon as possible, that's in the best interests of both the club and myself.Edu said: ""I've just heard stories from the news that the Madrid president Florentino Perez, the Valencia people, as well as Barcelona are interested.Edu is now able to begin negotiations with other clubs because Fifa regulations allow players to start talks six months before their contracts expire.""That's nice, but I've never talked to them, so I can't say they want me sign 100%.""",sport
229,"Sydney will host a northern versus southern hemisphere charity match in June or July, the Australian Rugby Union (ARU) said on Wednesday.""We still need to discuss the options with the IRB (International Rugby Board), the Lions and our SANZAR (South Africa, New Zealand and Australia Rugby) partners, but June or July is seen as a better option than March to ensure we have the cream of southern hemisphere rugby available,"" he said.The match will include players from the Lions tour of New Zealand.ARU chief executive Gary Flowers said the world cricket charity match in Melbourne earlier this month had inspired the ARU.",sport
230,"Reacting to a disputed comment by All England Club chairman Tim Phillips, the American said: ""I think it is highly insulting if prize money is taken away.""Somebody, I think it was Mr Phillips, said they won't have money for flowers at Wimbledon.Men's tennis is exciting as well, but the women have it right now.Davenport was speaking following the announcement that this week's Dubai Duty Free event will join the US and Australian Opens in offering equal prize money for women.World number one Lindsay Davenport has criticised Wimbledon over the issue of equal prize money for women.Serena Williams, who is also in Dubai, added: ""I'm obviously for equal prize money.",sport
231,"Double Olympic champion Hicham El Guerrouj is set to make a rare appearance at the World Cross Country Championships in France.""I haven't quite decided what events I will compete in prior to London but the World Cross Country is an event which is also special to me and is a definite possibility,"" said the two-time champion.El Guerrouj could meet Bekele in March as the Ethiopian is the defending world cross country champion over both the long and short courses.- Britain's Paula Radcliffe has also not ruled out competing in the World Cross Country Championships.But the Moroccan, who has not raced over cross country for 15 years, will not decide until two weeks before the event which starts on 19 March.And he is aiming to break 10,000m Olympic champion Kenenisa Bekele's 5,000m and 10,000m world records.",sport
232,"Jol has been linked with the vacant post at Ajax, with reports saying he has fallen out with Spurs' sporting director Frank Arnesen.Ajax have refused to reveal whether Tottenham's boss Martin Jol is on the Dutch champions' shortlist to become the Amsterdam club's new coach.Cruyff has admitted he has been impressed by the way former RFC Waalwijk coach Jol has turned round Spurs' fortunes since taking over from Jacques Santini.Ajax have enlisted the help of Dutch legend Johann Cruyff, currently a consultant at Barcelona, to help find a new head coach.",sport
233,"England captain Jason Robinson will miss the rest of the Six Nations because of injury.England will announce their squad for the 12 March game against Italy on Saturday.I look forward to having him back in the England squad.""Robinson, stand-in captain in the absence of Jonny Wilkinson, had been due to lead England in their final two games against Italy and Scotland.Robinson said: ""This is very disappointing for me as this means I miss England's last two games in the Six Nations at Twickenham and two games for my club, Sale Sharks.""As England captain he has been an immense figure during the autumn internationals and the Six Nations, leading by example at all times.Former England skipper Jeremy Guscott told BBC Radio Five Live his choice would be Matt Dawson, even though he is does not hold a regular starting place.""Unfortunately England cannot rely on leaders on the field at the moment.""",sport
234,"Fellow centre Gordon D'Arcy is also struggling with a hamstring injury and he will undergo a fitness test on Friday to see if he can play.Kevin Maggs would be an obvious replacement at centre while Shane Horgan could also be moved from wing.: Murphy, Horgan, TBC, D'Arcy, Hickie, O'Gara, Stringer, Corrigan, Byrne, Hayes, O'Kelly, O'Connell, S Easterby, O'Connor, Foley.O'Driscoll was originally named in the starting line-up but has failed to recover from the hamstring injury he picked up in the win over Italy.",sport
235,"Unlike commercially available voice recognition software, Opera does not have to be ""trained"" to recognise an individual voice.The latest version of the net browser can be controlled by voice command and will read pages aloud.The company says that features like voice activation are not solely aimed at visually impaired people.The voice recognition function is currently only available in English.But the browser does not yet work well with screen reader software often used by blind people, so its accessibility features are more likely to appeal to those with some residual vision.The voice features, based on IBM technology, are currently only available in the Windows version.""Our mission was always to provide the best internet experience for everyone,"" said Opera spokeswoman, Berit Hanson.Around 50 voice commands are available and users will have to wear a headset which incorporates a microphone.",tech
236,"The tournament champion for each leg of the CPL World Tour will walk away with a $15,000 prize.Mr Foster and Mr Treacy get the chance to attend the World Tour as members of the UK's Four-Kings gaming clan.As part of their prize the pair also get a contract with Four-Kings Intel which is one of the UK's few pro-gaming teams.Two UK gamers are about to embark on a world tour as part of the most lucrative-ever global games tournament.Aaron Foster and David Treacy have won the right to take part in a tournament offering $1m in total prize money.The world tour stops are open to any keen gamer that registers.Winners of each stage of the tour automatically get a place at the next stop.Winners at these qualifiers get seeded higher in the elimination parts of each tournament.As part of their prize the pair will have their travel costs paid to ensure they can get to the different bouts.",tech
237,"Before December's bumper text record, the previous highest monthly total was in October 2004, when 2.3 billion were sent.UK mobile owners continue to break records with their text messaging, with latest figures showing that 26 billion texts were sent in total in 2004.Text messaging is set to smash more records in 2005 too, said the MDA, with forecasts suggesting a total of 30 billion for the year.The figures collected by the Mobile Data Association (MDA) showed that 2.4 billion were fired off in December alone, the highest monthly total ever.Looking further ahead in the year, the MDA's chairman Mike Short, has predicted that more people will go online through their mobiles, estimating 15 billion WAP page impressions.That was 26% more than the previous year.Handsets with GPRS capability - an ""always on"" net connection - will rise to 75%, while 3G mobile ownership growing to five million by the end of 2005.",tech
238,"Jupiter Research's index is calculated using 40 different variables across net users, digital TV adoption, wireless and mobile, online activity, and digital devices.However, only 25% of Britons said a digital camera would be their top gadget purchase of the year.""The European Digital Life Index demonstrates that digital lifestyles are common today, but across Europe there is no single digital lifestyle,"" said Nate Elliott, Jupiter analyst.The least digital of the European nations was Greece, in 17th position, according to the Digital Life Index.About 14 million households in the UK, 60%, have digital TV, according to the communications regulator Ofcom.The UK's adoption of digital TV and broadband has helped make it the fourth most digitally-savvy nation in Europe, according a report by Jupiter Research.The trend for gadgets and technologies, such as digital video recorders (DVR), broadband, and video-on-demand will continue across Europe, he added.Digital cameras were the most popular choice of gadget for 2005, said the survey, with nearly 40% choosing this over wireless, home printing and DVR technologies.The most digitally sophisticated Europeans, in terms of use of digital goods such as mobiles, TV, net and cameras, are the Scandinavians.More than six million UK households now have broadband net.""Consumers adopt different digital products and services in different countries.""",tech
239,"The storage system has been incorporated into an application developed by security firm 3ami which allows every action on a computer to be logged.""People need to recognise that you are using a PC as a representative of a company and that employers have a legal requirement to store data,"" he added.The system is a joint venture between security firm 3ami and storage specialists BridgeHead Software.Ironically the impetus for developing the system came as a result of the Freedom of Information Act, which requires companies to store all data for a certain amount of time.BridgeHead Software has come up with techniques to prove, to a legal standard, that any stored file on a PC has not been tampered with.They have joined forces to create a system which can monitor computer activity, store it and retrieve disputed files within minutes.The developers behind the system claim it is a break-through in the way data is monitored and stored.Software that can not only monitor every keystroke and action performed at a PC but also be used as legally binding evidence of wrong-doing has been unveiled.",tech
240,"Film giant Disney says it will produce its future DVDs using Sony's Blu-ray Disc technology, but has not ruled out a rival format developed by Toshiba.A next generation DVD technology backed by Sony has received a major boost.Disney said its films would be available on the Blu-ray format when DVD players for the standard went on sale on North America and Japan, expected in 2006.The two competing DVD formats, Blu-ray developed by Sony and others, and Toshiba's HD-DVD, have been courting top film studios for several months.If Fox decided to go with Blu-ray too, it would mean the format would have a 47% share of DVD content.Disney is the latest studio to announce which technology it is backing in a format battle which mirrors the 1980s Betamax versus VHS war.Universal is to start producing films on the HD-DVD format in 2005, and Paramount will start releasing titles using the standard in 2006.",tech
241,"This is likely to be in response to spammers who have reportedly redirected traffic from their sites back to the Lycos screensaver site.The downing of the sites could dent Lycos claims that what it is doing does not amount to a distributed denial of service attack.Lycos said the idea was to get the spam sites running at 95% capacity and generate big bandwidth bills for the spammers behind the sites.But the site hosting the screensaver now displays a pink graphic and the words ""Stay tuned"".The site hosting the screensaver currently shows a holding page, with the words, ""Stay tuned"".A campaign by Lycos Europe to target spam-related websites appears to have been put on hold.In such attacks thousands of computers bombard sites with data in an attempt to overwhelm them.People were encouraged to download the screensaver which, when their PC was idle, would then send lots of data to sites that peddle the goods and services mentioned in spam messages.",tech
242,"""Using a computer mouse is well known for being extremely hard for people with tremors so we're delighted to hear that a technology has been developed to address this problem,"" said Karen Walsh, from the UK National Tremor Foundation.A special adaptor that helps people with hand tremors control a computer mouse more easily has been developed.About three million Britons have some sort of hand tremor condition, said the UK National Tremor Foundation.People with hand tremors find it hard to use conventional mice for simple computer tasks because of the erratic movements of the cursor on the screen.Computer users plug the device into a PC, and it can be adjusted depending on how severe the tremor is.""The number of elderly computer users will increase as the population ages, and at the same time, the need for computer access grows,"" he said.""I'm a pilot and my tremor condition has not limited my ability to fly a plane,"" he said.Most commonly associated with tremors is Parkinson's disease, but they can also be caused by other conditions like Essential Tremor (ET).The device could help open up computing to millions more people who have found shaking to be a barrier.More than six million UK households now have a broadband net.",tech
243,"The originality award was won by PlayStation 2 title Singstar while the children's award went to GameCube bongo rhythm game Donkey Konga.Burnout 3 won three awards in the categories for racing, technical direction and best PlayStation 2 game.Halo 2 won the best Xbox game category, while Prince of Persia: Warrior Within was adjudged the best GameCube title.The audio award was won by Call of Duty: Finest Hour and Hitman: Contracts won the music award.PC first person shooter Half-Life 2 has won six Bafta Awards, including best game and best online game.",tech
244,"Computer giant Microsoft has launched a pilot scheme to replace counterfeit versions of Windows XP with legal ones.In June, the software giant said that the major security update to Windows XP, Service Pack 2, would not work with the most widely pirated versions of its operating system.""This is a great opportunity for users to confirm the authenticity of Windows XP software whilst helping gather vital information about illegal traders"", said Alex Hilton, licence compliance manager at Microsoft.Microsoft said it would evaluate the results of the UK programme before setting up similar schemes in other countries.It is the first time Microsoft has launched a counterfeit product replacement scheme in the world, the company told the BBC News website.The Windows XP Counterfeit Project will mean that software that is found to be counterfeit will be replaced for free, subject to certain conditions, until the end of the year.",tech
245,"If a user clicks the AutoLink feature in the Google toolbar then a webpage with a book's unique ISBN number would link directly to Amazon's website.Some users said AutoLink would only be fair if websites had to sign up to allow the feature to work on their pages or if they received revenue for any ""click through"" to a commercial site.Google said none of the companies which received AutoLinks had paid for the service.""But as an end user I would want to know - 'Can I choose to use this service?, 'How much is Google being paid?In a statement Google said the feature was still only in beta, ie trial, stage and that the company welcomed feedback from users.Search engine firm Google has released a trial tool which is concerning some net users because it directs people to pre-selected commercial websites.It said: ""The user can choose never to click on the AutoLink button, and web pages she views will never be modified.Mr Doctorow said the only objection would be if users were forced into using AutoLink or ""tricked into using the service"".""In addition, the user can choose to disable the AutoLink feature entirely at any time.""The AutoLink feature comes with Google's latest toolbar and provides links in a webpage to Amazon.com if it finds a book's ISBN number on the site.",tech
246,"The system would reduce queues and make travelling easier, said Nokia.Using a mobile phone is the next step, said Gerhard Romen, head of market development at Nokia.Nokia has worked with electronics giant Philips to develop a shell for the mobile phone that will be compatible with Hanau's existing ticketing system.Mobiles could soon double up as travel cards, with Nokia planning to try out a wireless ticket system on German buses.The system opens up possibilities for mobile devices to be interact with everyday environments, said Mr Romen.",tech
247,"The Texas attorney general said it started the legal action as messages sent by the alleged spammers broke three laws governing e-mail marketing.The attorney general alleges that messages sent by Mr Pitylak and Mr Trotter's companies broke the 2003 Controlling the Assault of Non-Solicited Pornography and Marketing Act (Can-Spam) as well as the Texas Electronic Mail and Solicitation Act and Texas Deceptive Trade Practices Act.""Leadplex and PayPerAction are legitimate internet marketing companies that are in complete compliance with the federal Can-Spam Act,"" said Lin Hughes, speaking on behalf of Mr Pitylak and Mr Trotter.Mr Abbott said the messages sent by the pair broke laws by using misleading subject lines, not identifying themselves as adverts and offering services for which they had no licence to do so in Texas.US state Texas has filed a lawsuit against two men believed to be among the world's top five spammers.Lawyers for the alleged spammers said the lawsuit was groundless and the two men would defend themselves strongly against the accusations.""Illegal spam must be stopped,"" said Greg Abbott, Texas attorney general announcing the legal action.In a similar move the US Federal Trade Commission (FTC) has won a court order that stops an international group of spammers sending sexually explicit e-mail.",tech
248,"This has outraged some digital music lovers, especially as Napster already offers a cheaper service for downloading music to the PC.Wippit offers a download subscription service for ???œ4.99 per month or ???œ50 per year.Paying per track for music is becoming as outmoded as paying per minute for internet access and alternative monthly or yearly subscription models are springing up as a more convenient, and ultimately cheaper way of owning music.""Music fans are moving away from buying the traditional bundled package of a dozen or more songs that we used to call an album to newer ways that fit their lifestyle; either single tracks or subscriptions services,"" said Paul Myers, chief executive of Wippit, a UK-based music download service.The technology ensures that music downloaded to the player only remains playable while the user subscribes to the service.""We've been offering our unlimited music subscription service for more than three years now and our customers know what they want.""Who wants to download a track that won't play next month if you decide to unsubscribe to the service or change portable player for an iPod or the latest mobile phone?""Currently on offer in beta-version in the US, the service costs $15 per month for unlimited downloads.",tech
249,"A US woman is suing Hewlett Packard (HP), saying its printer ink cartridges are secretly programmed to expire on a certain date.The cost of printer cartridges has been a contentious issue in Europe for the last 18 months.The lawsuit seeks to represent anyone in the US who has purchased an HP inkjet printer since February 2001.The price of inkjet printers has come down to as little as ???œ34 but it could cost up to ???œ1,700 in running costs over an 18-month period due to cartridge, a study by Computeractive Magazine revealed last year.HP ink cartridges use a chip technology to sense when they are low on ink and advise the user to make a change.",tech
250,"Mr Raskin was one of the first employees at Apple and made many of the design decisions that made the Mac so distinctive when it was first released.The Macintosh was reputedly named after Mr Raskin's favourite apple, though the name was changed slightly following a trademark dispute with another company.However, in 1979 he was put in charge of a small team to design a computer that lived up to his idea of a machine that was cheap, aimed at consumers rather than computer professionals and was very easy to use.Although Mr Raskin drove the team that created the Macintosh he did not stay at Apple to see it released.But the acceptance of the interface did not truly begin until the concept was developed for use by Apple in its pioneering Lisa computer.In 1982, Mr Raskin left Apple entirely.Mr Raskin was diagnosed in December 2004 with pancreatic cancer and died on 26 February at his home in California.Jef Raskin, head of the team behind the first Macintosh computer, has died.",tech
251,"The net search giant Google has launched a search service that lets people look for TV programmes.Rival search engine Yahoo has been developing a similar type of video search for webcasts and TV clips which it promotes from its homepage.The service, Google Video beta, searches closed caption information that comes with programmes.It searches for and links to TV news, film trailers, and other video and audio clips.It only searches US channel content currently.The results thrown up by the search will also include programme and episode information like channel, date and time.""Over time, we plan to increase the number of television channels and video content available via Google Video but don't have more product details to share with you today,"" a Google spokesperson told the BBC News website.It also lets people find the next time and channel where a programme will aired locally using a US zip code search function.",tech
252,"BT is introducing two initiatives to help beat rogue dialler scams, which can cost dial-up net users thousands.Inadvertently downloaded by surfers, rogue diallers are programs which hijack modems and dial up a premium rate number when users log on.Icstis, the UK's premium rate services watchdog, said it had been looking for companies to take the lead in initiatives.There are legitimate companies who offer services such as adult content, sports results and music downloads by charging a premium rate rather than by credit card BT said it had ploughed an enormous amount of effort into protecting people from the problem.The second initiative BT announced is an early warning system which will alert BT customers if there is unusual activity on their phone bills.From May, dial-up net users will be able to download free software to stop computers using numbers not on a user's ""pre-approved list"".The watchdog brought in the action last October following a decision to license all companies which wanted to operate legitimate premium rate dialler services.It has already barred more than 1,000 premium rate numbers and has tried to raise public awareness about the scams.",tech
253,"The title broke the UK sales record for video games in its first weekend of release.Although Xbox sales over the last week also climbed, PS2 sales were more than double that.Sony PlayStation 2's slimmer shape has proved popular with UK gamers, with 50,000 sold in its first week on sale.The sales figures also suggest that it may be a largely adult audience driving demand, since GTA San Andreas has an 18 certificate.The Xbox game Halo 2, released on 11 November in the UK, is also widely tipped to be one of the best-selling games of the year.The numbers were also boosted by the release of the PS2-only game Grand Theft Auto: San Andreas.The figures mean Sony is reaching the seven million barrier for UK sales of the console.""Both have hit crucial price points at around ???œ100 and that really does open up new consoles to new audience, plus the release of two really important games in terms of development are also driving those sales,"" said Mr Houlihan.Microsoft's Xbox had been winning the race up until last week in sales.",tech
254,"The new strains of the Cabir mobile phone virus use short-range radio technology to leap to any vulnerable phone as soon as it is in range.However, the new Cabir strains have this mistake corrected and will spread via short range Bluetooth technology to any vulnerable phone in range.Finnish security firm F-Secure issued a warning about the new strains of Cabir but said that the viruses do not do any damage to a phone.The Cabir virus only affects high-end handsets running the Symbian Series 60 phone operating system.Despite the warnings, there are so far no reports of any phones being infected by the new variants of Cabir.A mistake in the way the original Cabir was written meant that even if it escaped from the laboratory, the bug would only have been able to infect one phone at a time.",tech
255,"Nintendo's DS handheld game console has officially gone on sale in Europe.About 130 games for the DS are in development.Games for the DS are expected to cost between ???œ19 and ???œ29.A ""download play"" option means DS owners can take each other on even if only one of them owns a copy of a particular game.The DS spearheads Nintendo's attempt to continue its dominance of the handheld gaming market.Part of this popularity may be due to the fact that the DS can run any of the catalogue of 700 games produced for Nintendo's GameBoy Advance handheld.Five Virgin megastores and 150 Game shops were expected to open early on Friday morning to let people buy a DS.As well as having two screens, one of which is controlled by touch, the DS also lets players take on up to 16 other people via wireless.",tech
256,"Respond supplies maps to aid groups via the web, and on compact disc.""Respond has produced very detailed maps for example for the road networks, for the rivers and for the villages, to more large-scale maps useful for very general planning purposes,"" said Einar Bjorgo from Unosat, the UN satellite mapping organisation that is part of the Respond consortium.Respond is using satellite imagery to produce accurate maps that can be used in the field rapidly.Respond's rapid imaging has allowed aid groups to find ways around the wadis, allowing then to mark on their maps which roads were washed out at which times.""We print maps, we laminate the maps, we encapsulate the maps if needed so you can take a shower with the map, it's completely protected.""A European consortium of companies and university groups known as Respond is working to provide accurate and up to date maps.Aid groups say that combination of satellite technology and on-the-ground observation helped keep relief flowing to those who needed it.Humanitarian groups in Darfur have been making good use of Respond's maps.""Our users are usually not so much familiar with reading satellite imagery, reading satellite maps, so it's our task to transfer the data into information that non-technical people can read and understand easily and very, very efficiently,"" said Mr Voigt.",tech
257,"Online pages from scanned books will not have adverts but will have links to online store Amazon, Google said.The New York library is allowing Google to include a small portion of books no longer covered by copyright.The full libraries of Michigan and Stanford universities, as well as archives at Harvard, Oxford and the New York Public Library are included.""We hope that Oxford's contribution to this project will be of scholarly use, as well as general interest, to people around the world,"" said Reg Carr, director of Oxford University Library Services.Harvard is limiting its participation to 40,000 books, while Oxford wants Google to scan books originally published in the 19th Century and held in the Bodleian Library.There will also be links to public libraries so that the books can be borrowed.""It's a significant opportunity to bring our material to the rest of the world,"" said Paul LeClerc, president of the New York Public Library.About one million books will be scanned by Google, less than 15% of the total collection held in the Bodleian.",tech
258,"This was also true of the average blog reader, although the survey found there was a greater than average growth in blog readership among women and those in minorities.Reading blogs remains far more popular than writing them, the survey found.Just under one in 10 of the US's internet users read political blogs such as the Daily Kos or Instapundit during the US presidential campaign.Some of this growth is attributable to political blogs written and read during the US presidential campaign.Despite the explosive growth, more than 60% of online Americans have still never heard of blogs, the survey found.The survey, conducted by the Pew Internet and American Life Project, showed that blog readership has shot up by 58% in the last year.The rise of blogs has spawned a new desire for immediate news and information, with six million Americans now using RSS aggregators.",tech
259,"The new strains of the Cabir mobile phone virus use short-range radio technology to leap to any vulnerable phone as soon as it is in range.However, the new Cabir strains have this mistake corrected and will spread via short range Bluetooth technology to any vulnerable phone in range.Finnish security firm F-Secure issued a warning about the new strains of Cabir but said that the viruses do not do any damage to a phone.The Cabir virus only affects high-end handsets running the Symbian Series 60 phone operating system.Despite the warnings, there are so far no reports of any phones being infected by the new variants of Cabir.A mistake in the way the original Cabir was written meant that even if it escaped from the laboratory, the bug would only have been able to infect one phone at a time.",tech
260,"The 600,000 connections take the total number of people in the UK signing up for broadband from BT to almost 3.3 million.The numbers of people signing up to broadband include those that get their service direct from BT or via the many companies that re-sell BT lines under their own name.BT reports that more people signed up for broadband in the last three months than in any other quarter.There are now more than 300 different firms offering CPS services and the percentage of people using BT lines for voice calls has shrunk to 55.4%.The UK total of 5.3 million translates into 7.5 connections per 100 people, compared to 6.7 in Germany and 15.8 in the Netherlands.BT Retail, which sells net services under its own name, also had a good quarter and provided about 30% of the new broadband customers.Part of the surge in people signing up was due to BT stretching the reach of ADSL - the UK's most widely used way of getting broadband - beyond 6km.Nationally more than 5 million browse the net via broadband.",tech
261,"Apple has unveiled a new, low-cost Macintosh computer for the masses, billed as the Mac mini.The $499 Macintosh, sold for ???œ339 in the UK, was described by Jobs as the ""most important Mac"" made by Apple.The smaller iPod will hold about 120 songs, said Mr Jobs.Mr Jobs also unveiled the iPod shuffle, a new music player using cheaper flash memory rather than hard drives, which are used in more expensive iPods.In January, Apple sued a website after it published what it said were specifications for the new computer.Ian Harris, deputy editor of UK magazine Mac Format, said the machine would appeal to PC-owning consumers who had purchased an iPod.The new computer has been the subject of speculation for several weeks and while few people will be surprised by the announcement many analysts had already said it was a sensible move.Mr Jobs told the delegates at MacWorld that iPod already had a 65% market share of all digital music players.In an attempt to win over Windows PC customers, Mr Jobs said it would appeal to people thinking of changing operating systems.",tech
262,"Sony has billed the machine as the Walkman of the 21st Century and has sold more than 800,000 units in Japan.Sony has said it wanted to launch the PSP in Europe at roughly the same time as the US, but gamers will now fear that the launch has been put back.Nintendo has said it will release the DS in Europe from 11 March.It launched its DS handheld in Japan and the US last year and has sold 2.8 million units.",tech
263,"The MDA predicts that 2005 could see more than 30bn text messages sent in the UK.A mobile phone was as essential to the recent New Year's festivities as a party mood and Auld Lang Syne, if the number of text messages sent is anything to go by.Wishing a Happy New Year to friends and family via text message has become a staple ingredient of the year's largest party.Between midnight on 31 December and midnight on 1 January, 133m text messages were sent in the UK.Restaurants are using text messages to tell customers about special offers and promotions.Users need to text the word GOODPUB to 85130.Anyone in need of a bit of January cheer now the party season is over, can use a service set up by Jongleurs comedy club, which will text them a joke a day.""In the case of a New Years Eve party, texting is useful if you are unable to speak or hear because of a noisy background,"" he said.",tech
264,"Anti-virus firm Sophos said that 10% of the e-mail currently on the net was infected with the Zafi virus.The Zafi.D virus translates the Christmas greeting on its subject line into the language of the person receiving infected e-mail.The virus' subject line says ""Merry Christmas"" and translates this into one of 15 languages depending of the final suffix of the e-mail address the infected message has been sent to.On infected machines the virus tries to disable anti-virus and firewall software and opens up a backdoor on the PC to hand over control to the writer of the virus.Security firms are warning about a Windows virus disguising itself as an electronic Christmas card.The original Zafi virus appeared in April this year.",tech
265,"In making his ruling, Judge Kleinberg said that laws covering the divulging of trade secrets outweighed considerations of public interest.Apple has won its legal fight to make three bloggers reveal who told them about unreleased products.Now Apple has won the right to see e-mail records from the three bloggers to root out the culprit.Apple's lawsuit accused anonymous people of stealing trade secrets about the Asteroid music product and leaking them to the PowerPage, Apple Insider and Think Secret websites.Judge Kleinberg said the question of whether the bloggers were journalists or not did not apply because laws governing the right to keep trade secrets confidential covered journalists, too.The Electronic Frontier Foundation, which is acting as legal counsel for Power Page and Apple Insider, said the ruling had potentially wide implications.Mr Opsahl said the EFF was planning to appeal against the ruling because the bloggers were journalists and US federal laws stop net firms handing over copies of e-mail messages if the owner of that account does not give their consent.In the ruling handed down this week by Santa Clara County Superior Court Judge James Kleinberg, Apple can now get its hands on e-mail records from the bloggers' net providers.",tech
266,"Windows users could soon be paying Microsoft to keep PCs free of spyware.Microsoft said that a beta version of the toolkit to clean up Windows machines should be available within 30 days.Surveys show that almost every Windows PC is infested with spyware programs that do everything from bombard users with adverts to steal login data.Following the takeover of anti-spyware firm Giant, Microsoft said it would soon release a toolkit that strips machines of the irritating programs.Although initially free, Microsoft has not ruled out charging people who want to keep this toolkit up to date.Designed for PCs running Windows 2000 and XP, the utility will clean out spyware programs, constantly monitor what happens on a PC and will be regularly updated to catch the latest variants.Before now many of Microsoft's other security boosting programs, such as the firewall in Windows XP, have been given away free.At its most malign, spyware watches everything that people do with their PC and steals login information and other personal data.",tech
267,"Microsoft has warned PC users to update their systems with the latest security fixes for flaws in Windows programs.One of the critical patches Microsoft has made available is an important one that fixes some IE flaws.In its monthly security bulletin, it flagged up eight ""critical"" security holes which could leave PCs open to attack if left unpatched.Often, when a critical flaw is announced, spates of viruses follow because home users and businesses leave the flaw unpatched.The most important ones are those which are classed as ""critical"".The number of holes considered ""critical"" is more than usual.",tech
268,"Microsoft is investigating a trojan program that attempts to switch off the firm's anti-spyware software.Microsoft said it did not believe the program was widespread and recommended users to use an anti-virus program.Stephen Toulouse, a security manager at Microsoft, said the malicious program was called Bankash-A Trojan and was being sent as an e-mail attachment.Microsoft said in a statement it is investigating what it called a criminal attack on its software.",tech
